sample_id,scenario_type,target_parent_asin,candidate_count_turn_1,recommendation_count_turn_1,ask_attribute_turn_1,recommendations_turn_1,target_survives_turn_1,intent_epoch_turn_1,hit,first_hit_turn,best_rank,actually_reached_turn_10,surviving_parent_asins_turn_10,exactly_10_survivors_turn_10,at_most_10_survivors_turn_10,candidate_count_turn_2,recommendation_count_turn_2,ask_attribute_turn_2,recommendations_turn_2,target_survives_turn_2,intent_epoch_turn_2,candidate_count_turn_3,recommendation_count_turn_3,ask_attribute_turn_3,recommendations_turn_3,target_survives_turn_3,intent_epoch_turn_3,candidate_count_turn_4,recommendation_count_turn_4,ask_attribute_turn_4,recommendations_turn_4,target_survives_turn_4,intent_epoch_turn_4,candidate_count_turn_5,recommendation_count_turn_5,ask_attribute_turn_5,recommendations_turn_5,target_survives_turn_5,intent_epoch_turn_5,candidate_count_turn_6,recommendation_count_turn_6,ask_attribute_turn_6,recommendations_turn_6,target_survives_turn_6,intent_epoch_turn_6,candidate_count_turn_7,recommendation_count_turn_7,ask_attribute_turn_7,recommendations_turn_7,target_survives_turn_7,intent_epoch_turn_7,candidate_count_turn_8,recommendation_count_turn_8,ask_attribute_turn_8,recommendations_turn_8,target_survives_turn_8,intent_epoch_turn_8,candidate_count_turn_9,recommendation_count_turn_9,ask_attribute_turn_9,recommendations_turn_9,target_survives_turn_9,intent_epoch_turn_9,candidate_count_turn_10,recommendation_count_turn_10,ask_attribute_turn_10,recommendations_turn_10,target_survives_turn_10,intent_epoch_turn_10
public_0048,browsing,B00VQBMJUQ,28,10,other,B01GIINAP4;B07GQ6M3P5;B00PV8121M;B01IYGK3P8;B01NA8A3UW;B091F4M4W1;B07ZN8DS72;B08TQGZS33;B078NZGY8Y;B07HP6WXY3,True,0,True,2,7,False,8,False,True,8,8,,B006TNHI6G;B003V4B9BQ;B009RBI23A;B010Q0VDZ4;B00VUWDBQM;B0777S4HDN;B00VQBMJUQ;B0047ILGWM,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0049,browsing,B08G4WVYLJ,665,10,feature,B078WQBSJN;B0055K8QRY;B07YGRMJRR;B089WBHSNC;B07CP7VTNZ;B07DNY4VW9;B01IAP7PJ0;B08KT91J75;B09NPHF9M6;B009CI5IJ4,True,0,True,3,5,False,6,False,True,298,10,other,B07CP7VTNZ;B07DNY4VW9;B01IAP7PJ0;B08KT91J75;B07DSR52N5;B00B1ZXZ00;B00MNOSGZC;B07FRZFR9R;B07YYKH8L8;B09NCDHY1X,True,0,6,6,,B07PFD9D7M;B004N639Z0;B07XB7GBS3;B00K0LTUXW;B08G4WVYLJ;B08CCZBPHB,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0050,boundary,B07BYR6T7W,47,10,feature,B01KU3L5IM;B01M02CHLV;B0C9NWZJT2;B009ZNBRBY;B00F4SX28U;B000M0EMES;B09C1D9WJ1;B0BW16W3K8;B015A3JX2C;B07XQY112X,True,0,True,3,7,False,17,False,False,47,10,other,B01KU3L5IM;B01M02CHLV;B0C9NWZJT2;B009ZNBRBY;B00F4SX28U;B000M0EMES;B09C1D9WJ1;B0BW16W3K8;B015A3JX2C;B07XQY112X,True,0,17,10,color,B006S4RCT4;B0BKJNL6TG;B00B0DJJ9O;B00MAGO2W4;B07TNFL6TH;B00BH8P1BM;B07BYR6T7W;B00B9Q3CO0;B007T7ZE8K;B07DKLRG6Q,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0051,browsing,B07N1624C5,342,10,other,B08CY2R861;B09SD4M6CT;B08Y91Y5KL;B08MW535BR;B08M9TL1P6;B08Y6BDWM1;B08Y6CZLD8;B0799GCTY6;B09X4GG71T;B08NDB5LR7,True,0,True,2,1,False,1,False,True,1,1,,B07N1624C5,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0052,intent_override,B09G2ZNZY4,88,10,other,B071X8Z439;B00W0YGQ2K;B07X3RZPMQ;B07KZRMDR7;B071F2KN8R;B07H2BZ7KX;B00XV4CKDW;B07KXH57LM;B07SG58G59;B07FRFDWK9,True,0,True,5,2,False,3,False,True,2,2,,B09G2ZNZY4;B08CZ9TVQT,True,0,232,10,material,B076KGZSPS;B08RD6BB4Z;B09HBZPYJB;B07BQYBF12;B07Z8223C3;B08CGWKQ6S;B07Y9M4TRB;B07VTKPKHJ;B08DXV8WR3;B074Z6BT18,True,1,232,10,feature,B076KGZSPS;B08RD6BB4Z;B09HBZPYJB;B07BQYBF12;B07Z8223C3;B08CGWKQ6S;B07Y9M4TRB;B07VTKPKHJ;B08DXV8WR3;B074Z6BT18,True,1,3,3,,B07MKBYVK6;B09G2ZNZY4;B075YDLHCJ,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0053,buying,B07TZK3GZK,6,6,,B07ZR88YLW;B07W4PP3M9;B08KWQR9YN;B07TZK3GZK;B01DKXULIO;B00Z91DYPI,True,0,True,1,4,False,6,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0054,buying,B08PP1ZJQ5,101,10,other,B08G8FY295;B08G81SR12;B074P9XWWM;B08PP1ZJQ5;B07WQX9SM2;B09NRX1NLZ;B07X9X5QLC;B0893RM7HK;B075J62MZK;B082P7RP63,True,0,True,1,4,False,101,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0055,browsing,B0C1TDJ9HZ,283,10,feature,B007IDERHO;B07569S1RP;B084H9KZTV;B07D8H91TV;B079331J8C;B07WSZR1JV;B01J99IQIA;B08FD36LT4;B000AS9DAU;B07NJPDSST,True,0,True,2,1,False,1,False,True,1,1,,B0C1TDJ9HZ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0056,browsing,B0B2RF64YD,1354,10,feature,B00TEAZ11K;B06XHJY4NV;B010CELTQW;B06XSCL9J9;B014OP00ZG;B00GT1EAU0;B00ZFSGI08;B00U0HZAQC;B071FBSQVN;B00403XUAU,True,0,True,2,8,False,17,False,False,17,10,material,B016OT9D3K;B01DCGCYK2;B0B64QGKPT;B077TZT4ZG;B07DK55LK5;B06XV37JPX;B07KCFS4VC;B0B2RF64YD;B082X1P58X;B08F7THD5J,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0057,browsing,B085RX192V,283,10,feature,B007IDERHO;B07569S1RP;B084H9KZTV;B07D8H91TV;B079331J8C;B07WSZR1JV;B01J99IQIA;B08FD36LT4;B000AS9DAU;B07NJPDSST,True,0,True,2,1,False,8,False,True,8,8,,B085RX192V;B010WFEKYE;B01HQAYO8K;B010WFUIOK;B010WFUUXO;B0014C40B8;B01A6LZQ60;B01A6LZT26,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0058,buying,B08L83YQTZ,27,10,other,B07JX9859J;B075FL65WP;B08GCH6PHB;B08242X27K;B07X99HVSX;B07J9JCNJD;B07FCCNNYH;B088P43333;B07KSRCVKF;B0871R9JDP,True,0,True,2,7,False,7,False,True,7,7,,B07RQV43L5;B07TD4GFS5;B07TGGTKYL;B00IXJN2CI;B09BN7KM2L;B07BCP8DG5;B08L83YQTZ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0059,browsing,B01H6DGA16,27,10,other,B000QW6LPK;B07PXS98QY;B07J9PWJJ4;B09CPLKN3P;B07X2XML5L;B08GKBLGN6;B01JMJLAAS;B09N9WRSFD;B09NFNHCXS;B07XBXZ83S,True,0,True,2,1,False,1,False,True,1,1,,B01H6DGA16,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0060,browsing,B08R61K9B9,68,10,feature,B088LL5279;B01M3QHEL7;B01EIMICTQ;B019X3BGWU;B09KS6G93P;B08F7SLZ25;B06XDBQF11;B07TFHLXCF;B0BXX4XSN4;B077R9HZS1,True,0,True,2,3,False,3,False,True,3,3,,B0BXX4XSN4;B0751QQNLJ;B08R61K9B9,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0061,buying,B08HCP9YTV,1,1,,B08HCP9YTV,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0062,browsing,B015K51VPM,66,10,other,B01M8IIGGA;B01L2TGNTE;B01DX7KT02;B01LFLYTGS;B07BRK51T3;B00I3GZZHQ;B01LY0NVSK;B01LYC9OPL;B06XKTRLG6;B0797GBP96,True,0,True,2,2,False,2,False,True,2,2,,B078JGR1S6;B015K51VPM,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0063,browsing,B09MKL5TBK,54,10,other,B07RD8HYM6;B07Q412XYS;B0833X454H;B08X4R6FH3;B08SHPND37;B07ZY8TXMS;B08X4QKJFV;B073BNW3PH;B004LYVFFA;B09PBKR243,True,0,True,2,1,False,1,False,True,1,1,,B09MKL5TBK,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0064,intent_override,B019DU687Q,34,10,other,B01M8QVCKR;B08HKHPPBT;B00XLSAASA;B09QHMR4CP;B07KFZTLKB;B00HQTHM1S;B018S9VM24;B01AOWY072;B09FL2CF44;B07YKF5TJD,True,0,True,4,8,False,26,False,False,1,1,,B019DU687Q,True,0,1,1,,B019DU687Q,True,0,26,10,material,B087M4BNKS;B095XYTTVF;B0798TR9J9;B07BKQ9DT4;B07GZH4814;B00SL1CAQC;B091KNL71P;B019DU687Q;B07VLFQ658;B07R43T314,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0065,buying,B0BSQ9TCYC,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,True,1,1,False,3,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0066,buying,B0BFLFSB2Y,67,10,other,B00KPNDX9M;B09P77WM2T;B07Z33FZ9W;B00GJJGVMC;B0771GCSG8;B0935PL54L;B00BLQK83Q;B07B9PGLMM;B0BDLCCDF9;B0825KGKXZ,True,0,True,2,1,False,1,False,True,1,1,,B0BFLFSB2Y,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0067,buying,B09G9BXJZM,22,10,other,B07JZ6WW8N;B0B7BR44DR;B09S5S7J8D;B00DPDONTI;B00U6CC0O6;B08CMMPJGN;B07KJYMYZM;B07RKRQPRP;B078X291BC;B09G9BXJZM,True,0,True,1,10,False,22,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0068,intent_override,B08SH8GF6K,1,1,,B08SH8GF6K,True,0,True,4,1,False,1,False,True,1,1,,B08SH8GF6K,True,0,103,10,other,B09SD4M6CT;B09X4GG71T;B08R5ZY4W5;B08R64GJ6Y;B08G27Z5KT;B07WMVBHLC;B08THDPQG8;B07N143H1Z;B07TR6JL24;B07SR188X1,True,1,1,1,,B08SH8GF6K,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0069,browsing,B07ZFBQ76H,503,10,other,B07T2CQSVF;B082R64TVB;B00MWA61CC;B00GGNVIEM;B00GGNQEKU;B007FNS4X0;B008ND1BLI;B01MA0DBVU;B00K2284JA;B0085162FI,True,0,True,3,1,False,1,False,True,503,10,feature,B07T2CQSVF;B082R64TVB;B00MWA61CC;B00GGNVIEM;B00GGNQEKU;B007FNS4X0;B008ND1BLI;B01MA0DBVU;B00K2284JA;B0085162FI,True,0,1,1,,B07ZFBQ76H,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0070,browsing,B010LVBVKA,13,10,feature,B011O8L190;B007XAI2JG;B079NX86JC;B076Q4429C;B074DQK589;B00O1FFXH0;B004WYQA7W;B010LVBVKA;B000R4JP7S;B017DNFIBW,True,0,True,1,8,False,13,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0071,intent_override,B06XRFSDL4,99,10,other,B07WR4JZBL;B07YV4X6HY;B07XL3PK3W;B07H4PCGMR;B08PP1ZJQ5;B07HMYYM82;B017MBS2SG;B07V9GDTSK;B09H7HQTRS;B07GQJNT82,True,0,True,6,6,False,11,False,False,1,1,,B06XRFSDL4,True,0,1,1,,B06XRFSDL4,True,0,135,10,material,B082P7RP63;B01N7F6XY2;B01MCWU88O;B07TRMX52P;B0BG2BGBPD;B07STZ3DXJ;B07GFQ6BBW;B0816FT96B;B0C582Z9PV;B00LAJSCBE,True,1,135,10,feature,B082P7RP63;B01N7F6XY2;B01MCWU88O;B07TRMX52P;B0BG2BGBPD;B07STZ3DXJ;B07GFQ6BBW;B0816FT96B;B0C582Z9PV;B00LAJSCBE,True,1,11,10,color,B082P7RP63;B00EVBQ6SO;B075DFLDY7;B09C1Z192C;B0BLWFR2JF;B06XRFSDL4;B09Q318TGL;B09G6WJT4D;B0BSFTKSF6;B0BKK1G46R,True,1,,,,,,,,,,,,,,,,,,,,,,,,
public_0072,intent_override,B09JG4V9ZR,2,2,,B07GGLPKN7;B09JG4V9ZR,True,0,True,3,1,False,1,False,True,2,2,,B07GGLPKN7;B09JG4V9ZR,True,0,1,1,,B09JG4V9ZR,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0073,browsing,B07QPM54V7,769,10,other,B07CKW7BRZ;B07B4QQNCB;B00PIM60NQ;B07B4KJ46X;B00J0834R4;B07H4GXJ9N;B07J4GD5S6;B079M4YYQP;B07G38Q1ND;B0BBM7SV22,True,0,True,2,1,False,1,False,True,1,1,,B07QPM54V7,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0074,browsing,B07N15QTKC,342,10,other,B08CY2R861;B09SD4M6CT;B08Y91Y5KL;B08MW535BR;B08M9TL1P6;B08Y6BDWM1;B08Y6CZLD8;B0799GCTY6;B09X4GG71T;B08NDB5LR7,True,0,True,2,2,False,2,False,True,2,2,,B0BQ5B2ZXF;B07N15QTKC,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0075,browsing,B08L13LJ5M,258,10,feature,B08PCWT5SC;B0046QYSCK;B002SPKDPM;B002SPOAJM;B000HAOSGA;B0199GUWQW;B00SIIN1L6;B0115SZU6Y;B00G1T56MQ;B07QGTWSHX,True,0,True,3,3,False,3,False,True,18,10,other,B0115SZU6Y;B09PK48V7Y;B0B3HNSP7C;B076GQ4P5X;B07VK1KF5D;B08J78XZHT;B07B8R1CDS;B081CM34LK;B079Y63FN6;B01MYP3UKP,True,0,3,3,,B07VK1KF5D;B08B818GZR;B08L13LJ5M,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0076,browsing,B07XT6PLTB,64,10,other,B07YHGXW5X;B01N0JSVKQ;B0183F04TA;B01LQAYFK8;B0160WBGGS;B08G4GRGRX;B0BJF8YR1Q;B07KRJLY8B;B081YHJ12F;B00EWZ84V6,True,0,True,2,6,False,8,False,True,8,8,,B07DW2THB1;B07FHF73YF;B07DNXYK7D;B079JLLMTY;B07FMWFLJH;B07XT6PLTB;B07BPBR7ZS;B079786GXZ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0077,browsing,B077JDSZ27,4,4,,B08M5NTK64;B004ZWG0XU;B00B1AHBIC;B077JDSZ27,True,0,True,1,4,False,4,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0078,intent_override,B0C5RLJDSF,8,8,,B00B2Q9U4S;B09GBKLMQV;B0868VHGDC;B06WGR9JTP;B082PKZ7DP;B09Z34PD75;B0C5RLJDSF;B0853XV3HR,True,0,True,4,1,False,1,False,True,8,8,,B00B2Q9U4S;B09GBKLMQV;B0868VHGDC;B06WGR9JTP;B082PKZ7DP;B09Z34PD75;B0C5RLJDSF;B0853XV3HR,True,0,23,10,other,B083Z98ZYP;B092DVKRF1;B07P17Q1H6;B095WGCF79;B087WTFBWH;B07XH1PJY3;B0722MNYSM;B07S2PYN82;B0B39BGPX6;B082PKZ7DP,True,1,1,1,,B0C5RLJDSF,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0079,browsing,B0BFRMX3JG,44,10,other,B09KMT3PT1;B08MVTZ8H5;B08R5S4JSM;B07SXVW89T;B07SSWC53T;B07SRWKGQ4;B073WMB67P;B07WT12KFQ;B0972C3MHZ;B07ZDCZLM7,True,0,True,2,2,False,2,False,True,2,2,,B0BLWGPKVH;B0BFRMX3JG,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0080,intent_override,B0BPRQY4CF,67,10,other,B07PRC5NT7;B01DICWRPM;B00UNV3JNQ;B07JLTBR3K;B07BHZTVVL;B08XVRQQTY;B088YJCFTF;B009PPSRLU;B07C3L3LTQ;B077PYMK3T,True,0,False,,,True,26,False,False,5,5,,B0BPRQY4CF;B07HJDBN4L;B076K8QHTV;B00HUOI15A;B07PW4T128,True,0,5,5,,B0BPRQY4CF;B07HJDBN4L;B076K8QHTV;B00HUOI15A;B07PW4T128,True,0,83,10,feature,B07BHZTVVL;B01DU1M92M;B07C3L3LTQ;B00T6RYA04;B0798LSYGG;B06Y1WX9FM;B00BJBHXF4;B00307MBF2;B07TTZSSRZ;B00UO2KDX8,True,1,26,10,material,B06Y1WX9FM;B00GV39Q6O;B07FL4SN8S;B0CD8SBT4K;B079M3M2V4;B00Y7UQBBQ;B00Y7UUCH0;B09WTMPLQS;B00KTXKSRI;B00YQ54F10,True,1,26,10,use_case,B06Y1WX9FM;B00GV39Q6O;B07FL4SN8S;B0CD8SBT4K;B079M3M2V4;B00Y7UQBBQ;B00Y7UUCH0;B09WTMPLQS;B00KTXKSRI;B00YQ54F10,True,1,26,10,style,B06Y1WX9FM;B00GV39Q6O;B07FL4SN8S;B0CD8SBT4K;B079M3M2V4;B00Y7UQBBQ;B00Y7UUCH0;B09WTMPLQS;B00KTXKSRI;B00YQ54F10,True,1,26,10,size,B06Y1WX9FM;B00GV39Q6O;B07FL4SN8S;B0CD8SBT4K;B079M3M2V4;B00Y7UQBBQ;B00Y7UUCH0;B09WTMPLQS;B00KTXKSRI;B00YQ54F10,True,1,26,10,budget,B06Y1WX9FM;B00GV39Q6O;B07FL4SN8S;B0CD8SBT4K;B079M3M2V4;B00Y7UQBBQ;B00Y7UUCH0;B09WTMPLQS;B00KTXKSRI;B00YQ54F10,True,1,26,10,,B06Y1WX9FM;B00GV39Q6O;B07FL4SN8S;B0CD8SBT4K;B079M3M2V4;B00Y7UQBBQ;B00Y7UUCH0;B09WTMPLQS;B00KTXKSRI;B00YQ54F10,True,1
public_0081,browsing,B0BSS36XCS,46,10,feature,B09Z8RQYF7;B075WRHFFW;B000TGPTOC;B005CJJHNK;B008VPRDM4;B00L10BT3A;B07NCS6DTX;B00LUIB2V2;B07FHZ5VGS;B07HC5LL2H,True,0,True,2,3,False,7,False,True,7,7,,B07NCS6DTX;B07FHZ5VGS;B0BSS36XCS;B00W57TS6S;B09TJR8FN9;B01LWYIHJE;B0149B4YHK,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0082,buying,B09BPZCWDP,1,1,,B09BPZCWDP,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0083,buying,B0BPMCJ1RD,317,10,other,B07Y9F6MXB;B07H37S6XM;B07T272FS8;B0BD926PGR;B01F66E152;B09Q7G1MMW;B09G6V5TL4;B07B4VBGZC;B07T5D5F6N;B07TJR942W,True,0,False,,,True,54,False,False,54,10,color,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,size,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,budget,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,brand,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0,54,10,,B09Q7G1MMW;B08DVDW48F;B08H5R7P2D;B00N5TJ4B4;B0762R5YZM;B0BK944NF4;B0B2JPRDMG;B00902G92W;B08SS3KDSQ;B072C3683J,True,0
public_0084,intent_override,B08WKZNFG2,8,8,,B00JW0AYXW;B008C1X9QG;B016KJE6FE;B01IC51E4K;B08WKZNFG2;B001FOR2DS;B0062ODJ10;B00NFDCLEC,True,0,True,4,8,False,12,False,False,8,8,,B00JW0AYXW;B008C1X9QG;B016KJE6FE;B01IC51E4K;B08WKZNFG2;B001FOR2DS;B0062ODJ10;B00NFDCLEC,True,0,8,8,,B00JW0AYXW;B008C1X9QG;B016KJE6FE;B01IC51E4K;B08WKZNFG2;B001FOR2DS;B0062ODJ10;B00NFDCLEC,True,0,12,10,other,B07PHPPMFW;B07BP2J7MB;B00DCYEJFI;B07PJZ193K;B071WRD4HY;B07PDJW7PF;B0B71T4L93;B08WKZNFG2;B07X5SPJT6;B09ZYDW9K3,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0085,browsing,B0C3YJMRRD,190,10,feature,B081SSBG6X;B07S3KDXWD;B00E7ONSWC;B07RD4S22K;B08ND9KLXF;B07R8CBWZT;B00MYB7Z7Y;B076GCZ8T7;B073K8N7YS;B0BMP99BFK,True,0,True,2,1,False,1,False,True,1,1,,B0C3YJMRRD,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0086,browsing,B07WN8N9Q7,538,10,other,B076TSNRJW;B08GH2JYBX;B07D7P6DRY;B07RY6MB3X;B07C1Q7P9L;B07RX5R7RQ;B07S4HXS7V;B07FNMYSD7;B07RX5TRPY;B076MJD48G,True,0,True,2,1,False,1,False,True,1,1,,B07WN8N9Q7,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0087,browsing,B0BT158RRR,288,10,other,B01B47J260;B07N6RBPMF;B009VPN7GY;B076HXHV93;B076JB9M6D;B00F36G10Y;B07NSGHSFG;B07M8V8429;B07D5T7RVJ;B08HV94JDJ,True,0,True,3,1,False,47,False,False,117,10,feature,B01K29O6TO;B00OYJQNKY;B07XFJYN2Q;B075F615WT;B075F6PX8W;B07Q4CN3R7;B083P59SHF;B09JMYDRT1;B07CJMH767;B00FN6D1IE,True,0,47,10,use_case,B0BT158RRR;B00ED8UGFO;B08DWLNBWD;B0773J68SN;B00LNCECL2;B07JH72TND;B08DSWWW7K;B078X2ZV2G;B07KQ36LVT;B00MLPDFL8,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0088,buying,B07Z6J5N6Y,15,10,other,B083D9V8W4;B0746PCHBB;B07CH3VM3D;B09LH63S7S;B07WKDW9P6;B07FD5ZWXC;B00C3UPPLY;B07Z6J5N6Y;B004IYFT28;B0897FWZG1,True,0,True,1,8,False,15,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0089,intent_override,B0BXMCZLZV,1,1,,B0BXMCZLZV,True,0,True,3,6,False,10,True,True,1,1,,B0BXMCZLZV,True,0,10,10,,B004VM5WDI;B07X2DQKTZ;B07TTR77FF;B08BJS2JMQ;B008V1XNSG;B0BXMCZLZV;B002B23SK4;B08DRTD95Y;B077ZK6163;B09XT5HRBD,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0090,buying,B07MGR6D5M,1,1,,B07MGR6D5M,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0091,browsing,B0C5XB43GG,112,10,other,B00R0GDX1A;B01LW7MKQP;B017BQUW12;B095C3ZX6B;B08Z6TFWJR;B015VLL1TQ;B000UEBJCO;B01CS9S3K4;B079M5NW93;B08NPQTLVL,True,0,True,2,1,False,1,False,True,1,1,,B0C5XB43GG,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0092,browsing,B07FKNZC43,284,10,other,B08HYMDL18;B08L7CM8J6;B08FHQT82T;B07NRB331Q;B018RUK11C;B08HRTWDK3;B01NCS317U;B087BXSK67;B07BW886NZ;B087ZN1XJ9,True,0,True,2,9,False,10,True,True,10,10,,B08889Q88B;B07N13M32R;B08GX2JLWL;B08QJ5K69H;B096X9M1TT;B09M3YXM5G;B08VVCJKPW;B08LDKWB1F;B07FKNZC43;B0C5MH6KT2,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0093,buying,B07PYB8F1G,32,10,other,B08BJS2JMQ;B093SJ5NK2;B01LBFT5Q2;B07WNH77B2;B008V1XNSG;B07X9V6HZX;B0BXMCZLZV;B01BOKOC80;B09P32NQ8V;B07WTC11SR,True,0,True,2,1,False,1,False,True,1,1,,B07PYB8F1G,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0094,buying,B01L99SW78,64,10,other,B0B71QDCHC;B098YWJWK5;B07KW31YGZ;B07PH3X7QK;B0017IMERG;B00MOTXUC0;B08FSTW789;B07MNF68KH;B0B8YZ9HMD;B09FSX9NMW,True,0,True,2,1,False,1,False,True,1,1,,B01L99SW78,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
