sample_id,scenario_type,target_parent_asin,candidate_count_turn_1,recommendation_count_turn_1,ask_attribute_turn_1,recommendations_turn_1,target_survives_turn_1,intent_epoch_turn_1,candidate_count_turn_2,recommendation_count_turn_2,ask_attribute_turn_2,recommendations_turn_2,target_survives_turn_2,intent_epoch_turn_2,candidate_count_turn_3,recommendation_count_turn_3,ask_attribute_turn_3,recommendations_turn_3,target_survives_turn_3,intent_epoch_turn_3,candidate_count_turn_4,recommendation_count_turn_4,ask_attribute_turn_4,recommendations_turn_4,target_survives_turn_4,intent_epoch_turn_4,candidate_count_turn_5,recommendation_count_turn_5,ask_attribute_turn_5,recommendations_turn_5,target_survives_turn_5,intent_epoch_turn_5,candidate_count_turn_6,recommendation_count_turn_6,ask_attribute_turn_6,recommendations_turn_6,target_survives_turn_6,intent_epoch_turn_6,candidate_count_turn_7,recommendation_count_turn_7,ask_attribute_turn_7,recommendations_turn_7,target_survives_turn_7,intent_epoch_turn_7,candidate_count_turn_8,recommendation_count_turn_8,ask_attribute_turn_8,recommendations_turn_8,target_survives_turn_8,intent_epoch_turn_8,candidate_count_turn_9,recommendation_count_turn_9,ask_attribute_turn_9,recommendations_turn_9,target_survives_turn_9,intent_epoch_turn_9,candidate_count_turn_10,recommendation_count_turn_10,ask_attribute_turn_10,recommendations_turn_10,target_survives_turn_10,intent_epoch_turn_10,hit,first_hit_turn,best_rank,actually_reached_turn_10,surviving_parent_asins_turn_10,exactly_10_survivors_turn_10,at_most_10_survivors_turn_10
public_0028,buying,B0B9ZYDDZ1,271,10,other,B00KGWWXUW;B07VMHRBLK;B07SQFLSGJ;B00IK0CKIM;B008KWRQ48;B09P4JP44D;B01MRX4KXZ;B08LTQG79Y;B07BW7SSDM;B016QUDKCW,True,0,74,10,color,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07C1WBP3Q;B07PJ74236;B01N2TB8EL;B09GKNS3DB;B01N9WWUUQ;B07RCYMNYY,True,0,74,10,size,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07C1WBP3Q;B07PJ74236;B01N2TB8EL;B09GKNS3DB;B01N9WWUUQ;B07RCYMNYY,True,0,74,10,budget,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07PJ74236;B07C1WBP3Q;B01N2TB8EL;B09GKNS3DB;B07RCYMNYY;B01N9WWUUQ,True,0,74,10,brand,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07PJ74236;B07C1WBP3Q;B01N2TB8EL;B09GKNS3DB;B07RCYMNYY;B01N9WWUUQ,True,0,74,10,,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07PJ74236;B07C1WBP3Q;B01N2TB8EL;B09GKNS3DB;B07RCYMNYY;B01N9WWUUQ,True,0,74,10,,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07PJ74236;B07C1WBP3Q;B01N2TB8EL;B07RCYMNYY;B09GKNS3DB;B01N9WWUUQ,True,0,74,10,,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07PJ74236;B07C1WBP3Q;B01N2TB8EL;B07RCYMNYY;B09GKNS3DB;B01N9WWUUQ,True,0,74,10,,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07PJ74236;B07C1WBP3Q;B01N2TB8EL;B07RCYMNYY;B09GKNS3DB;B01N9WWUUQ,True,0,74,10,,B008KWRQ48;B01MRX4KXZ;B07BW7SSDM;B016QUDKCW;B07PJ74236;B07C1WBP3Q;B01N2TB8EL;B07RCYMNYY;B09GKNS3DB;B01N9WWUUQ,True,0,False,,,True,74,False,False
public_0029,buying,B01IAKCZEK,19,10,other,B01IAKCZEK;B08V13PVM8;B0C496CNQN;B00GOCKGW0;B00B8YUBCO;B01IBK0Z96;B00M8JJL38;B00GUNRBDA;B00JTKXCIO;B08C356KK3,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,1,1,,B01IAKCZEK,True,0,True,1,1,False,1,False,True
public_0030,buying,B09V5RTXG9,25,10,other,B07ZZDZMVQ;B09T4SM1VH;B09V5RTXG9;B0B9919ZCT;B0BL2HN7H1;B01D90JMUQ;B074X7S7GZ;B00MUKX302;B0156YEPZ0;B07QFHTT1C,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,1,1,,B09V5RTXG9,True,0,True,1,3,False,1,False,True
public_0031,buying,B0BQDTGHMZ,227,10,other,B084P5KDM4;B07WJJDHDP;B097NZFP3L;B0873ZRQH3;B0858VDFDW;B09CZ38XGH;B09WTM3QKQ;B0BVV7BCNX;B00C5KG9DA;B0B7WY3DYM,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,2,2,,B0BQDTGHMZ;B072HKPZD5,True,0,True,2,1,False,2,False,True
public_0032,buying,B0834HZQZF,88,10,other,B08CT5QVLR;B0C73DSG4D;B085FML2HF;B082TXYP5R;B07PJM41ZB;B06XF3RXCV;B07QF6BVNQ;B07NGK9KSN;B0834HZQZF;B0713TR82H,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,4,4,,B0834HZQZF;B07BQK1RTD;B085Q6HZ7P;B01LWNEORC,True,0,True,1,9,False,4,False,True
public_0033,browsing,B08134XNNB,342,10,other,B08C52FBYY;B07LHMF6FP;B0BGM1R72N;B00IOT39RA;B07N15QTKC;B0BZJG18G6;B074WDWSMT;B00IJNNYTE;B06WWKK9G8;B086ZNJY8K,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,1,1,,B08134XNNB,True,0,True,2,1,False,1,False,True
public_0034,intent_override,B07Q9PNNB5,1,1,,B07Q9PNNB5,True,0,1,1,,B07Q9PNNB5,True,0,1,1,,B07Q9PNNB5,True,0,406,10,other,B08975D154;B087S13L3Q;B00LLNKFDW;B08Z461C68;B07DW85JJG;B08C7PSY5G;B083VZXVRM;B07XB7GBS3;B07QS736ZY;B0BBWJNL9X,True,1,1,1,,B07Q9PNNB5,True,1,1,1,,B07Q9PNNB5,True,1,1,1,,B07Q9PNNB5,True,1,1,1,,B07Q9PNNB5,True,1,1,1,,B07Q9PNNB5,True,1,1,1,,B07Q9PNNB5,True,1,True,5,1,False,1,False,True
public_0035,boundary,B0BN6CCHB7,342,10,other,B08C52FBYY;B07LHMF6FP;B0BGM1R72N;B00IOT39RA;B07N15QTKC;B0BZJG18G6;B074WDWSMT;B00IJNNYTE;B06WWKK9G8;B086ZNJY8K,True,0,342,10,feature,B08C52FBYY;B07LHMF6FP;B0BGM1R72N;B07N15QTKC;B00IOT39RA;B074WDWSMT;B0BZJG18G6;B00IJNNYTE;B0BQ5B2ZXF;B086ZNJY8K,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,8,8,,B078GGN9SM;B072ZDR756;B00ITKSNFM;B00ITKT4XM;B0BN6CCHB7;B09JLJP8VS;B078GTVCS6;B00UZ23FRI,True,0,True,3,5,False,8,False,True
public_0036,browsing,B08BWR1T58,503,10,other,B07KQMTF9M;B01F84MUR8;B06XTC3GNG;B000YGB6WQ;B007Q1EHPK;B01D1WEFEA;B01F84K4QW;B007JXYONA;B01D3OGQ4S;B072YTRHYX,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,1,1,,B08BWR1T58,True,0,True,2,1,False,1,False,True
public_0037,browsing,B08KKBBMMD,28,10,other,B07TJ9PBKR;B018S73LBQ;B001VH6N5M;B09K6SNZFP;B010HVRI2O;B0735X7WXJ;B0C5T7VZK6;B0CC6F6BHQ;B01DC6BKLQ;B00JOC9KY2,True,0,11,10,feature,B06X1GP1RQ;B07FNF1X9V;B01FKMGLYQ;B01JW0XPI2;B00B6EDIAI;B08KKBBMMD;B0B5B4CHZ2;B09VLT9C6F;B09VLR3Z3W;B00K87IORG,True,0,1,1,,B08KKBBMMD,True,0,1,1,,B08KKBBMMD,True,0,1,1,,B08KKBBMMD,True,0,1,1,,B08KKBBMMD,True,0,1,1,,B08KKBBMMD,True,0,1,1,,B08KKBBMMD,True,0,1,1,,B08KKBBMMD,True,0,1,1,,B08KKBBMMD,True,0,True,2,6,False,1,False,True
public_0038,intent_override,B07B5RGY2N,1,1,,B07B5RGY2N,True,0,1,1,,B07B5RGY2N,True,0,1,1,,B07B5RGY2N,True,0,10,10,,B07DL3HTVV;B07B5RGY2N;B015GI8LBA;B07H61H9BY;B01MQIF3BA;B07FD2MGLT;B01D9ZKRC8;B07CYVGN39;B01MRJUKNX;B002UZXWX0,True,1,10,10,,B07DL3HTVV;B07B5RGY2N;B015GI8LBA;B07H61H9BY;B01MQIF3BA;B07FD2MGLT;B01D9ZKRC8;B07CYVGN39;B01MRJUKNX;B002UZXWX0,True,1,10,10,,B07DL3HTVV;B07B5RGY2N;B015GI8LBA;B07H61H9BY;B01MQIF3BA;B07FD2MGLT;B01D9ZKRC8;B07CYVGN39;B01MRJUKNX;B002UZXWX0,True,1,10,10,,B07DL3HTVV;B07B5RGY2N;B015GI8LBA;B07H61H9BY;B01MQIF3BA;B07FD2MGLT;B01D9ZKRC8;B07CYVGN39;B01MRJUKNX;B002UZXWX0,True,1,10,10,,B07DL3HTVV;B07B5RGY2N;B015GI8LBA;B07H61H9BY;B01MQIF3BA;B07FD2MGLT;B01D9ZKRC8;B07CYVGN39;B01MRJUKNX;B002UZXWX0,True,1,10,10,,B07DL3HTVV;B07B5RGY2N;B015GI8LBA;B07H61H9BY;B01MQIF3BA;B07FD2MGLT;B01D9ZKRC8;B07CYVGN39;B01MRJUKNX;B002UZXWX0,True,1,10,10,,B07DL3HTVV;B07B5RGY2N;B015GI8LBA;B07H61H9BY;B01MQIF3BA;B07FD2MGLT;B01D9ZKRC8;B07CYVGN39;B01MRJUKNX;B002UZXWX0,True,1,True,4,2,False,10,True,True
public_0039,browsing,B07TZCJW9X,25,10,feature,B01CE5HHAY;B06XFVLQPN;B00F1JOOHK;B00R8KLOWI;B08ZCDHW9D;B088B5V3D5;B07TZCJW9X;B08KXMJSZK;B0BLY18TSP;B07GD9HL4J,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,2,2,,B07TZCJW9X;B08KXMJSZK,True,0,True,1,7,False,2,False,True
public_0040,browsing,B08ZJWTCDR,127,10,other,B004I8VWA2;B078K2MVZC;B07X48JFV1;B07Y8F4JTC;B09H34Q9SQ;B0014H5JXG;B01N46FD1C;B0BJTHV9YD;B07W73CSSH;B074XGM22G,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,3,3,,B08ZJWTCDR;B0B3GR3N7B;B00O12O126,True,0,True,2,1,False,3,False,True
public_0041,boundary,B09MSY8926,519,10,other,B09QQK6R8N;B093KV7LP1;B07F5W2DVL;B09721LJ61;B09Z9H8ZM5;B0B64TYV9T;B077JXNCPW;B09Y8VHYD6;B081F5DSV5;B07M9Q229V,True,0,519,10,feature,B09QQK6R8N;B093KV7LP1;B07F5W2DVL;B09Z9H8ZM5;B0B64TYV9T;B09721LJ61;B09Y8VHYD6;B077JXNCPW;B07GZQLDD1;B089YDCYW8,True,0,1,1,,B09MSY8926,True,0,1,1,,B09MSY8926,True,0,1,1,,B09MSY8926,True,0,1,1,,B09MSY8926,True,0,1,1,,B09MSY8926,True,0,1,1,,B09MSY8926,True,0,1,1,,B09MSY8926,True,0,1,1,,B09MSY8926,True,0,True,3,1,False,1,False,True
public_0042,buying,B01LWOGORL,86,10,other,B008NYUJ8S;B003XKO4I8;B0159W2YDO;B083SS6GNH;B01LWOGORL;B00TYE8UNM;B073ZB53PK;B00L059500;B005QH84QO;B0B6CYH17L,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,1,1,,B01LWOGORL,True,0,True,1,5,False,1,False,True
public_0043,browsing,B0C1KNGLPX,319,10,other,B084P5KDM4;B09WTM3QKQ;B0C28JK5W6;B07TS2D23C;B00Y5T5P34;B08Y7SVJNP;B00W8AU1KE;B01BN0MJZ4;B01BN0MLE8;B00LBXMEG8,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,2,2,,B078MWZZZ1;B0C1KNGLPX,True,0,True,2,2,False,2,False,True
public_0044,buying,B09BQ4G5BD,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,7,7,,B07QXG5N4C;B09BQ4G5BD;B0C36VHHG5;B09VCNRTK9;B004AGMTMW;B0051NQ8XY;B0C1CC4TL5,True,0,True,1,2,False,7,False,True
public_0045,buying,B07Z8NTWVV,232,10,other,B093KV7LP1;B089YDCYW8;B07GR118Z1;B08N4962LL;B09WNBHSFN;B0BN6DBB4K;B0B31LR7G4;B01EM470LQ;B08G1N5KS1;B08DTKVZD4,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0BWD9T482;B0983GVBR4,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0BWD9T482;B0983GVBR4,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0983GVBR4;B0BWD9T482,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0983GVBR4;B0BWD9T482,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0983GVBR4;B0BWD9T482,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0BWD9T482;B0983GVBR4,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0BWD9T482;B0983GVBR4,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0BWD9T482;B0983GVBR4,True,0,5,5,,B07K6MV2DN;B07Z8NTWVV;B01I24HM92;B0BWD9T482;B0983GVBR4,True,0,True,2,2,False,5,False,True
public_0046,intent_override,B0B42PVX1F,1,1,,B0B42PVX1F,True,0,1,1,,B0B42PVX1F,True,0,1,1,,B0B42PVX1F,True,0,2,2,,B0B42PVX1F;B078GDJJH3,True,1,2,2,,B0B42PVX1F;B078GDJJH3,True,1,2,2,,B0B42PVX1F;B078GDJJH3,True,1,2,2,,B0B42PVX1F;B078GDJJH3,True,1,2,2,,B0B42PVX1F;B078GDJJH3,True,1,2,2,,B0B42PVX1F;B078GDJJH3,True,1,2,2,,B0B42PVX1F;B078GDJJH3,True,1,True,4,1,False,2,False,True
public_0047,browsing,B0BYZX7B1L,33,10,feature,B08CVKDHGG;B077XY5KVH;B01D93MHDM;B09C1GBVFW;B08JCKLQT8;B071JDX7CX;B07H27XRQQ;B08CXXBDSR;B0BYTB43KT;B01IE5V5R4,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,1,1,,B0BYZX7B1L,True,0,True,2,1,False,1,False,True
public_0048,browsing,B00VQBMJUQ,28,10,other,B091F4M4W1;B078NZGY8Y;B00CCQ779M;B07HP6WXY3;B06XSVS69W;B00VQBMJUQ;B077Y5P2HK;B08TQGZS33;B09KMVDLV6;B0819CN25R,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B010Q0VDZ4;B0777S4HDN;B009RBI23A;B0047ILGWM;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B010Q0VDZ4;B0777S4HDN;B009RBI23A;B0047ILGWM;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B009RBI23A;B010Q0VDZ4;B0047ILGWM;B0777S4HDN;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B009RBI23A;B010Q0VDZ4;B0047ILGWM;B0777S4HDN;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B009RBI23A;B010Q0VDZ4;B0047ILGWM;B0777S4HDN;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B010Q0VDZ4;B009RBI23A;B0777S4HDN;B0047ILGWM;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B010Q0VDZ4;B009RBI23A;B0777S4HDN;B0047ILGWM;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B010Q0VDZ4;B009RBI23A;B0777S4HDN;B0047ILGWM;B003V4B9BQ;B00VUWDBQM,True,0,8,8,,B00VQBMJUQ;B006TNHI6G;B010Q0VDZ4;B009RBI23A;B0777S4HDN;B0047ILGWM;B003V4B9BQ;B00VUWDBQM,True,0,True,1,6,False,8,False,True
public_0049,browsing,B08G4WVYLJ,665,10,feature,B00IMOFW04;B087S13L3Q;B09VRSZ81X;B09GF1RWH5;B09NPHF9M6;B0BBQS1N1S;B07YGRMJRR;B07D2WHSKQ;B09B9ST61H;B087ZN32SR,True,0,298,10,other,B087ZN32SR;B07FD46ZYJ;B00KYF7LHG;B09RJ8ZDZZ;B004QMSTGA;B01GR4GK7E;B07CP7VTNZ;B09NCDHY1X;B0BB2W5JXB;B09PL6BZ3B,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B004N639Z0;B00K0LTUXW,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B004N639Z0,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B004N639Z0,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B004N639Z0,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B004N639Z0,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B004N639Z0,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B004N639Z0,True,0,6,6,,B07XB7GBS3;B08G4WVYLJ;B07PFD9D7M;B08CCZBPHB;B00K0LTUXW;B004N639Z0,True,0,True,3,2,False,6,False,True
public_0050,boundary,B07BYR6T7W,47,10,feature,B0152HWX7I;B01M02CHLV;B01KU3L5IM;B00F4SX28U;B07YJMHDJQ;B07XQY112X;B08MK6L5WX;B07BYR6T7W;B009ZNBRBY;B09C1D9WJ1,True,0,47,10,other,B0152HWX7I;B07YJMHDJQ;B00F4SX28U;B01M02CHLV;B01KU3L5IM;B07XQY112X;B08MK6L5WX;B09C1D9WJ1;B07N1WSKK5;B009ZNBRBY,True,0,17,10,color,B07BYR6T7W;B00BH8P1BM;B07TNFL6TH;B007KJ62NI;B007T7ZE8K;B0BKJNL6TG;B07DKLRG6Q;B0BMWSD77X;B00B9Q3CO0;B0041D9P12,True,0,17,10,use_case,B07BYR6T7W;B00BH8P1BM;B007T7ZE8K;B07TNFL6TH;B007KJ62NI;B0BKJNL6TG;B0041D9P12;B0BMWSD77X;B006S4RCT4;B07DKLRG6Q,True,0,17,10,style,B07BYR6T7W;B00BH8P1BM;B007T7ZE8K;B07TNFL6TH;B007KJ62NI;B0BKJNL6TG;B0041D9P12;B0BMWSD77X;B006S4RCT4;B07DKLRG6Q,True,0,17,10,material,B07BYR6T7W;B00BH8P1BM;B007T7ZE8K;B07TNFL6TH;B007KJ62NI;B0BKJNL6TG;B0041D9P12;B0BMWSD77X;B006S4RCT4;B07DKLRG6Q,True,0,17,10,size,B07BYR6T7W;B00BH8P1BM;B07TNFL6TH;B007T7ZE8K;B007KJ62NI;B0BKJNL6TG;B07DKLRG6Q;B0BMWSD77X;B0041D9P12;B00B9Q3CO0,True,0,17,10,budget,B07BYR6T7W;B00BH8P1BM;B07TNFL6TH;B007T7ZE8K;B007KJ62NI;B0BKJNL6TG;B07DKLRG6Q;B0BMWSD77X;B0041D9P12;B00B9Q3CO0,True,0,17,10,brand,B07BYR6T7W;B00BH8P1BM;B07TNFL6TH;B007T7ZE8K;B007KJ62NI;B0BKJNL6TG;B07DKLRG6Q;B0BMWSD77X;B0041D9P12;B00B9Q3CO0,True,0,17,10,,B07BYR6T7W;B00BH8P1BM;B07TNFL6TH;B007T7ZE8K;B007KJ62NI;B0BKJNL6TG;B07DKLRG6Q;B0BMWSD77X;B0041D9P12;B00B9Q3CO0,True,0,True,1,8,False,17,False,False
public_0051,browsing,B07N1624C5,342,10,other,B08C52FBYY;B07LHMF6FP;B0BGM1R72N;B00IOT39RA;B07N15QTKC;B0BZJG18G6;B074WDWSMT;B00IJNNYTE;B06WWKK9G8;B086ZNJY8K,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,1,1,,B07N1624C5,True,0,True,2,1,False,1,False,True
