schema_version,evaluation_protocol,model,mode,seed,training_scope,generation_seed,split,state_id,trajectory_id,target_parent_asin,scenario_type,scenario_state,turn,turn_bucket,has_other_answer,supervision_weight,supervision_weight_band,candidate_width,survivor_width_bucket,survivor_sha256,state_evidence_sha256,context_sha256,target_rank,reciprocal_rank,hit_at_1,hit_at_5,hit_at_10,rank_percentile,pairwise_accuracy
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1376:2,1376,B07BNZH2L7,buying,buying,3,early,False,0.3333333333333333,medium,14,11-50,8c9161dd3683b875fd90902c4f88cc33dc736f9b62c91a95fc7dcf79138d2639,140a94f74324fc78653ef1d4049f0ba5f8dbeb4f26c068bd29884006b85c9f81,9175c9941a0fc05c34e0e04890f2521532e437187613fe38e4e816e0b316d2a8,13,0.07692307692307693,0,0,0,0.9230769230769231,0.07692307692307693
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1376:3,1376,B07BNZH2L7,buying,buying,4,middle,True,1.0,high,2,<=10,2901e600f6f43b78bba603cd9e695f32d58baf84a4ff68aa33db295c56d9ceb9,a9a849f9c0570ec7ee37f14fc91c2d9cda226d126c35c7224a4d218de62a6645,3d09ae0651fbd7091fa614be5b44363daaacf655fe006578ebb96b017c3e81a5,2,0.5,0,1,1,1.0,0.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1378:0,1378,B07VKSWCG2,browsing,exploring_unknown,1,early,False,0.05,low,379,>200,d5bd138210d23016b9a385bab6f6fe16787da21c3eb06fa9e73533a53cb1a306,2235a049487077fa9644c306fc23df194bbb7b0eee32dc99ed5c7712c970a5b7,b113339c2cbac2b7ce784acc6f28fa040c92b4ed5e75fabb6e63af7d3d13d946,223,0.004484304932735426,0,0,0,0.5873015873015873,0.4126984126984127
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1378:1,1378,B07VKSWCG2,browsing,browsing,2,early,False,0.05,low,379,>200,d5bd138210d23016b9a385bab6f6fe16787da21c3eb06fa9e73533a53cb1a306,7bc472600ae924cb45bfc88269a8742df83e2ccbec8f4e5baa2c864f94949937,89c8f7ed7a5d43a2e712ce3832ffc2724c814833529960adeccaa267d5b24d4c,223,0.004484304932735426,0,0,0,0.5873015873015873,0.4126984126984127
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1378:2,1378,B07VKSWCG2,browsing,browsing,3,early,False,0.3333333333333333,medium,135,51-200,ba183b6dcdf61af42b5419437f1fa98d5ebcd7420dc2261725ce6a3fda99dfca,f03eb70de4a37beea2bfb9cbea4af5c3b94c8e0189243c5369f96b63d6e0e781,48170b23900aa546647ea169608b5158683c91c22c1871951feef68fb5128393,51,0.0196078431372549,0,0,0,0.373134328358209,0.6268656716417911
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1378:3,1378,B07VKSWCG2,browsing,browsing,4,middle,False,1.0,high,2,<=10,7d96c01f8a2f2dd1f60b643f2e367f86c117858df9ca11a1abe82edf03b3c898,574a87549a5f4c14b94d3b2c119261849e3add48f36f0ef2abf800da26830385,24b45b3164857e272b86eff30fee2407a245796921429faddee1e69a20d4ddc6,2,0.5,0,1,1,1.0,0.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1383:0,1383,B07MXJCGF6,browsing,exploring_unknown,1,early,False,0.05,low,230,>200,3b9c6e80fd4fa7e2baea64815452d657fa44bd435059bf438573d3e663d2212f,5749bbd3cb711ac1e59dbcc1b5c80b20ec77120bf9a9a84c41aa0f6ead1e1aa1,7e778098ac0b98303804e676828c01e2fe98cc2d377ad4f340b4ff50046a8323,78,0.01282051282051282,0,0,0,0.33624454148471616,0.6637554585152838
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1383:1,1383,B07MXJCGF6,browsing,browsing,2,early,False,0.05,low,230,>200,3b9c6e80fd4fa7e2baea64815452d657fa44bd435059bf438573d3e663d2212f,a4bdad26a0cf929822cc8a9860a2654f66ab362bad2b454e417864ac1527a941,75e2b7cbf49c5d736857650180bae2fed01a8ad4c0ccc9ccc680ba2e5ef0908b,78,0.01282051282051282,0,0,0,0.33624454148471616,0.6637554585152838
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1383:2,1383,B07MXJCGF6,browsing,browsing,3,early,False,0.6666666666666666,medium,1,<=10,0c235b793e8c234c3f0de83495dbf31fa2e4ceae59b3b1c6ecb9e8a0f553f321,ffeb1b696699a40c9643695b0e535c7dc912e2e53a45f80377957a2ce5d955b5,adc7125b39870211cf63c5ec0149ea681908c560a30ceefbea9714510e940faa,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1391:0,1391,B08GS74QC3,browsing,exploring_unknown,1,early,False,0.05,low,140,51-200,6186f0bbc764e5cc0068660b7558b4c4ae4584dc32728fbc7693d253f609eefc,feecabf1603f296f6a5c1af9361a85ab45acee322343809574e9fa5f0f0d7595,50a4128198c1b9f0107295c112e1a8219532e01fdb56078178318fcb3dc4aed8,63,0.015873015873015872,0,0,0,0.4460431654676259,0.5539568345323741
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1391:1,1391,B08GS74QC3,browsing,browsing,2,early,False,0.05,low,140,51-200,6186f0bbc764e5cc0068660b7558b4c4ae4584dc32728fbc7693d253f609eefc,b1600279045995c5150486f60cbcf05b7850ce7d233ad629f5d57da72aeb9bdb,25174269c1bd1aff96e8cc4a67d9fc8da6c3409214840caed60852e3bfc40a98,63,0.015873015873015872,0,0,0,0.4460431654676259,0.5539568345323741
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1391:2,1391,B08GS74QC3,browsing,browsing,3,early,False,0.3333333333333333,medium,83,51-200,e71a277284c14e17a6eddc692fef7e1866f265a97df2f519c5bfe6d0f058e9b4,f01e06b2587235893146be1e5f9b045a8b80e6432b121545b1db06d6ed40c934,5989bb3306e5c0bc49c5a2cc236d71103079b6c1b87c10ff415b57583b123b2a,20,0.05,0,0,0,0.23170731707317074,0.7682926829268293
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1391:3,1391,B08GS74QC3,browsing,browsing,4,middle,False,1.0,high,1,<=10,572d78daa299c7853e9c67732fe8bec7d6ace76f679482db028ed4b8af804fcf,2d2305063a97198cc548220e684c91821a0263dd30df83d7fad4db933e462e2a,ea92945c89c514a463e1890d1e5321bdf9fbfaba09f342a4ba9de67326538d98,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1404:0,1404,B07NSM35TV,buying,buying,1,early,False,0.3333333333333333,medium,119,51-200,29a98af701500044d40d5aa39c38fd25dba6e14323d1d3218e85d41478cb35c8,fc0746a6c829298bf2dfbe76396e86417a07922272005a1d8a35d0a6af48b236,3f43af52c0d2f2148de67e0e5e4b35a4c35f47f96ab96fdced51bbf919313cb7,48,0.020833333333333332,0,0,0,0.3983050847457627,0.6016949152542372
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1404:1,1404,B07NSM35TV,buying,buying,2,early,False,0.3333333333333333,medium,119,51-200,29a98af701500044d40d5aa39c38fd25dba6e14323d1d3218e85d41478cb35c8,3786d9fcf2beaa1fb58cd6f34d079ccd082bc23aca0a4ec65f2af4a24db9a40b,3f43af52c0d2f2148de67e0e5e4b35a4c35f47f96ab96fdced51bbf919313cb7,48,0.020833333333333332,0,0,0,0.3983050847457627,0.6016949152542372
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1404:2,1404,B07NSM35TV,buying,buying,3,early,False,0.3333333333333333,medium,119,51-200,29a98af701500044d40d5aa39c38fd25dba6e14323d1d3218e85d41478cb35c8,3a4f54ac54ae1e4430d2aeb762bb327a01e547656f0bc586e941897b812c48a5,3f43af52c0d2f2148de67e0e5e4b35a4c35f47f96ab96fdced51bbf919313cb7,48,0.020833333333333332,0,0,0,0.3983050847457627,0.6016949152542372
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1404:3,1404,B07NSM35TV,buying,buying,4,middle,True,1.0,high,40,11-50,1334d297a7bf0737aa3789180abb4cdbc840c4d12aba8a1d94560937334bb730,892b3df461beb507cc9f4158b26850ff81a2d008db0d563c62688fb548511a81,81113fc5ffc29aaeae983769a35d029fd3fe409788088e5fbe8586d39fcdcdc6,3,0.3333333333333333,0,1,1,0.05128205128205128,0.9487179487179487
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1411:0,1411,B07KWHYMTJ,buying,buying,1,early,False,0.3333333333333333,medium,76,51-200,a626b7162dbcfb0fd38d0d9f00b2d9fb2c88b1117ff6f0e736fe7593732aeed6,abecb1ca0e2b1e03e123a9d17e014b92367e5452877f9978a11bdb0abdebfe95,ca94a2328a7ae07b0e28a43d3fe18a29b3645b0006000f4f2958a10323e08d33,3,0.3333333333333333,0,1,1,0.02666666666666667,0.9733333333333334
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1411:1,1411,B07KWHYMTJ,buying,buying,2,early,False,0.3333333333333333,medium,76,51-200,a626b7162dbcfb0fd38d0d9f00b2d9fb2c88b1117ff6f0e736fe7593732aeed6,ed67a1edb32c09679b2a11495e6e67d7bbbadcaffc97a5f43d799dcc768d571f,ca94a2328a7ae07b0e28a43d3fe18a29b3645b0006000f4f2958a10323e08d33,3,0.3333333333333333,0,1,1,0.02666666666666667,0.9733333333333334
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1411:2,1411,B07KWHYMTJ,buying,buying,3,early,False,0.3333333333333333,medium,76,51-200,a626b7162dbcfb0fd38d0d9f00b2d9fb2c88b1117ff6f0e736fe7593732aeed6,5a58918ee75c9d64050abea395632442d62884cb44aa0c720672149ae2ecd7c5,ca94a2328a7ae07b0e28a43d3fe18a29b3645b0006000f4f2958a10323e08d33,3,0.3333333333333333,0,1,1,0.02666666666666667,0.9733333333333334
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1411:3,1411,B07KWHYMTJ,buying,buying,4,middle,True,1.0,high,2,<=10,cfc7a07e04cfe9d324cc5d824d416ca4ffa45eb3e4cc71e1efb47bf275d08441,1f1f427d2ed02ff654b78d6dc371761a90dbb4b84d7460ec33fd25bfbaa60ba4,9a9c03638faef108fe08b7243112025a1b596a352f933cd8e1ed6836d083335d,1,1.0,1,1,1,0.0,1.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1426:0,1426,B07GSVG3W8,browsing,exploring_unknown,1,early,False,0.05,low,1017,>200,7172e8990983f12fbbc69331f13e7c2f9ca0ac72f896e14c746b1366baf99a46,e76a6144071213f24fcfd2b08f2ae1172f21455037b832abb4cb7a1fc2cb5bf4,c7fee1a15c2aec9dcb4d4f634f5f9eac88fea5f513d507ddce587d98c9061d13,732,0.001366120218579235,0,0,0,0.719488188976378,0.28051181102362205
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1426:1,1426,B07GSVG3W8,browsing,browsing,2,early,False,0.05,low,1017,>200,7172e8990983f12fbbc69331f13e7c2f9ca0ac72f896e14c746b1366baf99a46,04ac1d0d44db0165ea9dd01e270f79f94e6d75fe4c5bacb221e6af60823d8d25,c5ef4c33fb2a4fb0880b73d37ffc98f5539952975e67d030f079d7bd16074ecf,732,0.001366120218579235,0,0,0,0.719488188976378,0.28051181102362205
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1426:2,1426,B07GSVG3W8,browsing,browsing,3,early,False,0.05,low,1017,>200,7172e8990983f12fbbc69331f13e7c2f9ca0ac72f896e14c746b1366baf99a46,8a4a2e22f93e0e7c21ede3b25b5bd37d42489e149deb91353460ab7553d41bd9,c5ef4c33fb2a4fb0880b73d37ffc98f5539952975e67d030f079d7bd16074ecf,732,0.001366120218579235,0,0,0,0.719488188976378,0.28051181102362205
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1426:3,1426,B07GSVG3W8,browsing,browsing,4,middle,False,0.6666666666666666,medium,58,51-200,93ce05916d5e68b9b0b8b3de9eb143f76eab8d457c4a877fdb3e5cd79345827f,83ce7e0c9e85c8c0979ec3acbdf7c7a2608576cea66b09059211c54efd0ecfc6,522defa6c4e4863f7e5875006a2f33b3218ceb249d8dfbcdf93de105cff4bda2,41,0.024390243902439025,0,0,0,0.7017543859649122,0.2982456140350877
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1426:4,1426,B07GSVG3W8,browsing,browsing,5,middle,False,0.6666666666666666,medium,58,51-200,93ce05916d5e68b9b0b8b3de9eb143f76eab8d457c4a877fdb3e5cd79345827f,17b03aeaa3a8fbbdb3eaa4a000870f4aa542e3f2cf19cb0dc86df7e4808d7385,522defa6c4e4863f7e5875006a2f33b3218ceb249d8dfbcdf93de105cff4bda2,41,0.024390243902439025,0,0,0,0.7017543859649122,0.2982456140350877
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1426:5,1426,B07GSVG3W8,browsing,browsing,6,middle,False,1.0,high,2,<=10,d4d6c560b1307ddf12b408b271f811f0a454c69e92497a5f4bf2f4b2d1d52df2,f27e0f0d1db22da0d956d354dc0302ce9565952cf31391e17a831f04ffbe7dc4,31c41e0a97d83873273810ae35d7fd10e4f56862ca9ec2c47ca1f2eb7287f6b8,1,1.0,1,1,1,0.0,1.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1434:0,1434,B07WTBF79Q,boundary,exploring_unknown,1,early,False,0.05,low,35,11-50,540f14aadd7bc38113f9555cb4f031f9905918e6c8d18daf56c7590f7e45190f,8706293f88654a61aec7029bd6add657d61bc81f3da34654dc536212311fda32,1acf492d52b2e7bae6a7cd6b1c60d4cc0c58f8aa062acafd5c3639cc4d1a7e47,23,0.043478260869565216,0,0,0,0.6470588235294118,0.35294117647058826
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1434:1,1434,B07WTBF79Q,boundary,boundary,2,early,False,0.05,low,35,11-50,540f14aadd7bc38113f9555cb4f031f9905918e6c8d18daf56c7590f7e45190f,5988fc4b4775952342130dee1c89bb8f4838d83e80fe0cfefb4962d0b5f2213e,4bbbe8bd5669226e9b1d4e8063dce0c27b8bd748646871c1cae11c397b0c2a81,23,0.043478260869565216,0,0,0,0.6470588235294118,0.35294117647058826
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1434:2,1434,B07WTBF79Q,boundary,boundary,3,early,False,0.3333333333333333,medium,3,<=10,2b0a1e16200de92fd68d35ffeadbcf5ccce193998c3380e3fd892878f66b84f3,3f79425ae4f5da325d0be7fdbf240599758204e80a714e75b72c8e8f6e42b610,acf7113ac64ca8341391a4ae41b05ab82f526f35e2c863767694574013d2facd,3,0.3333333333333333,0,1,1,1.0,0.0
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1450:0,1450,B08NC7PPF6,browsing,exploring_unknown,1,early,False,0.05,low,88,51-200,a861f9081916626a2680db26197ea1af364e5f5b6a49f432878ee55ebd9c55b3,c6c651542e86528a3fc5e41e87a41a5d59c3d01284117bc8a857cbcce83ac760,6e29c10872b68f6e917f036509ed6adc4a3efeb082a1b98942520e43f427e5ce,39,0.02564102564102564,0,0,0,0.4367816091954023,0.5632183908045977
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1450:1,1450,B08NC7PPF6,browsing,browsing,2,early,False,0.05,low,88,51-200,a861f9081916626a2680db26197ea1af364e5f5b6a49f432878ee55ebd9c55b3,e5398fff607af49321499f4a2e8ce5c9c0e591c29d9609dd75c1eefed0bc396f,26ded17e3adea0483d1566bf05f4d8c2ff6518a9d253ed0660307473c2ae662a,39,0.02564102564102564,0,0,0,0.4367816091954023,0.5632183908045977
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1450:2,1450,B08NC7PPF6,browsing,browsing,3,early,False,0.3333333333333333,medium,1,<=10,c80b1512be964ec8766eaab6c14a156c9925d5eb4e2abec6c6f36039a4e83d42,7a14de3408110946ca2fd6a96839f30eb6ef686a6ea210b9afee91d87d26defe,a91dba1c007d67e143ffd64d8eac73fbe2b785895e889750c4a3c56315ae919c,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1457:0,1457,B083D9PTYD,intent_override,provisional_override,1,early,False,0.3333333333333333,medium,15,11-50,b95412b6a191736f53014c19680a6b52bdc6ef6beaced5c06390e1c8b5fdf2b2,9467575eb3050b0a4ed8a83d78f144b9fac73056426ea8b6adcf5e5f3eb57351,ea0eb057fc52a00cf52934222c57f44674ee31106a500085435adb8b97732f34,11,0.09090909090909091,0,0,0,0.7142857142857143,0.32142857142857145
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1457:1,1457,B083D9PTYD,intent_override,provisional_override,2,early,False,0.3333333333333333,medium,15,11-50,b95412b6a191736f53014c19680a6b52bdc6ef6beaced5c06390e1c8b5fdf2b2,8d4b58cfce64cba525b14d9bfde9ce1975122e93a25c6964b3cd55ce46b3a8c9,ea0eb057fc52a00cf52934222c57f44674ee31106a500085435adb8b97732f34,11,0.09090909090909091,0,0,0,0.7142857142857143,0.32142857142857145
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1457:2,1457,B083D9PTYD,intent_override,intent_override,3,early,False,0.3333333333333333,medium,26,11-50,d6f60a5aec2b4ce3107d02428e24b04b1143e78a9e033846af3ba585064096cb,71c5e92e80818929972d7025debfaffe931a7b673e3dbb67824bfdff5746701b,41a8b2f4047a5eb83a5f4ee2c3aa9928c381f55d268f79b5e5c154d329867c2f,15,0.06666666666666667,0,0,0,0.56,0.46
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1457:3,1457,B083D9PTYD,intent_override,intent_override,4,middle,False,0.3333333333333333,medium,26,11-50,d6f60a5aec2b4ce3107d02428e24b04b1143e78a9e033846af3ba585064096cb,09782e7d13b8d20edace0e0e04505f607140ecf30bc411ccdb1a0f86181c47e0,3d92abacac17c89d62c987092704897a8591663e5589eda98e139dbc22759961,15,0.06666666666666667,0,0,0,0.56,0.46
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1457:4,1457,B083D9PTYD,intent_override,intent_override,5,middle,False,1.0,high,2,<=10,b67a5a62b4f547d18ea73d3796d3f18043fe4ff65a5ec43af05f0ef528d99e0a,2429e8db34f0f136af971ba690b8dc4e051fc02070d64594393c4d9377b53b6e,3bb14c50fa87e391cf98e97feda08993afdd441edf94208638583301e549cb14,2,0.5,0,1,1,1.0,0.5
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1468:0,1468,B07LF42424,browsing,exploring_unknown,1,early,False,0.05,low,522,>200,dcf9769c8d2e22eb024175d40825e587b7eac0ebbc755c0ae63af5d627066fe5,3f5b96792c0390ae5d197b574b290ca66d399dfb2db0052f596191e61826c4c0,cfec65b1aa8a2e46706012a2bbbed97638c0e4b37abadfdad454130163a4a72a,260,0.0038461538461538464,0,0,0,0.4971209213051823,0.5028790786948176
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1468:1,1468,B07LF42424,browsing,browsing,2,early,False,0.05,low,522,>200,dcf9769c8d2e22eb024175d40825e587b7eac0ebbc755c0ae63af5d627066fe5,fbfc0d6bc5e8656f84e249d5503434b8478adb459c6b843fa5ed86ce391c589f,3e7d07215e48367da48f6153c2a201963ee15e0c4917d60f7bcfcc40f91c076a,260,0.0038461538461538464,0,0,0,0.4971209213051823,0.5028790786948176
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1468:2,1468,B07LF42424,browsing,browsing,3,early,False,0.6666666666666666,medium,19,11-50,28dfcb4144cbd78755b29f0efb96b88d4eccc455594b62e44fa14e37bcac8374,26efd2095382c0d70617caaa7f96c63a74309496bd4bad091e9996b41260a813,afee0b5b53112ebbd6a7d869fa482efb11efdb2c1df1418732d34dedf5bcf89e,8,0.125,0,0,1,0.3888888888888889,0.6111111111111112
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1468:3,1468,B07LF42424,browsing,browsing,4,middle,False,0.6666666666666666,medium,19,11-50,28dfcb4144cbd78755b29f0efb96b88d4eccc455594b62e44fa14e37bcac8374,26d2964470f531193e9d23a94e681f5cf32f915613febecca02830844f16799b,8ccb47dc86a9f57d0b4d728272839e1a327717b94cf0fcd496e63247ad8db553,8,0.125,0,0,1,0.3888888888888889,0.6111111111111112
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1468:4,1468,B07LF42424,browsing,browsing,5,middle,False,1.0,high,1,<=10,53249ecd136621d3ea3d75a497909080189faefe0e00b9ee65fd0ae7077e4a2a,3ed5279436d93da6c7e2ee3989a0ece635c9a4a106bf094fe15d5bf8318e666b,df204608cd0ec9261608030b1f3cb9fd1673a45bd72283dea8edafafe0f76029,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1473:0,1473,B07FYCNCN1,intent_override,provisional_override,1,early,False,0.3333333333333333,medium,1,<=10,8a1e3e6aa68dfd986d669440480c8291d5119083da30b478615ec0f16d760dc6,5e43c94ae71c3902bc2eb4a83cd68edd484550263a9baa5dc63fffe7ced02a36,d2691c8ff9ca66bf9801dc1210dd3620ac3856e4e082dd979c4b9db7642fb39d,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1473:1,1473,B07FYCNCN1,intent_override,provisional_override,2,early,False,0.3333333333333333,medium,1,<=10,8a1e3e6aa68dfd986d669440480c8291d5119083da30b478615ec0f16d760dc6,9cdcfcda063b683e8df112bb882632e7f5722c8960081b7d830cb3796fd94599,d2691c8ff9ca66bf9801dc1210dd3620ac3856e4e082dd979c4b9db7642fb39d,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1473:2,1473,B07FYCNCN1,intent_override,provisional_override,3,early,False,0.3333333333333333,medium,1,<=10,8a1e3e6aa68dfd986d669440480c8291d5119083da30b478615ec0f16d760dc6,b144e6b0f2bbdc640d5b45614e729eff96a01bf10affa7ff9eebc4c91a73e75c,d2691c8ff9ca66bf9801dc1210dd3620ac3856e4e082dd979c4b9db7642fb39d,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1473:3,1473,B07FYCNCN1,intent_override,intent_override,4,middle,False,0.3333333333333333,medium,42,11-50,b1a596a787ab4c51a7b87f59e456936866ca20b2424195f049a6d9c58c7fae5d,62787cfe5093093fd7a55225c0bfb9a2adb771c92fe03dc113ca03157ab40508,2223cd8c7bfaa20f5653315fd2d238b605d59ff807235dc8e0722f088e143fee,24,0.041666666666666664,0,0,0,0.5609756097560976,0.43902439024390244
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1473:4,1473,B07FYCNCN1,intent_override,intent_override,5,middle,False,0.3333333333333333,medium,42,11-50,b1a596a787ab4c51a7b87f59e456936866ca20b2424195f049a6d9c58c7fae5d,c6d5231c173abc515a99fb7aebbf15375b991983ccf0f999693b00f83f364e5e,2223cd8c7bfaa20f5653315fd2d238b605d59ff807235dc8e0722f088e143fee,24,0.041666666666666664,0,0,0,0.5609756097560976,0.43902439024390244
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1473:5,1473,B07FYCNCN1,intent_override,intent_override,6,middle,False,0.3333333333333333,medium,42,11-50,b1a596a787ab4c51a7b87f59e456936866ca20b2424195f049a6d9c58c7fae5d,843e9363490dba51f0c7e40d68317446e6fa45e68ec44f410bc82ef529c2e275,2223cd8c7bfaa20f5653315fd2d238b605d59ff807235dc8e0722f088e143fee,24,0.041666666666666664,0,0,0,0.5609756097560976,0.43902439024390244
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1473:6,1473,B07FYCNCN1,intent_override,intent_override,7,late,False,0.6666666666666666,medium,1,<=10,8a1e3e6aa68dfd986d669440480c8291d5119083da30b478615ec0f16d760dc6,024f5b5844a6dff8604bbb99ea35e4fa8041da0c14c2b3a92a59fbef1287bcc4,494bbd075c1542c4be4f6f030b6c29438b6ce779729e56e52a7382e1cd3a702a,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1486:0,1486,B0049DY2IU,browsing,exploring_unknown,1,early,False,0.05,low,1034,>200,1e4f43ead3ebaf374d38565468d9d44f20fd4ec4d5a3f719512527523bcd46ab,b4dad0b4c404fec3834603bc798078c364cdb4ba6eebdcfab4dfb5fc4d56028e,e538a118c5b54b92ce4e7b85aefd7fadb9b0089cc200d8afcdbafd035344cf35,857,0.0011668611435239206,0,0,0,0.8286544046466602,0.1713455953533398
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1486:1,1486,B0049DY2IU,browsing,browsing,2,early,False,0.05,low,1034,>200,1e4f43ead3ebaf374d38565468d9d44f20fd4ec4d5a3f719512527523bcd46ab,4b797f7748bc15112e581e15bb6c34f628a237d5f18e43a093080cb47ddaa25e,36edb7cf44226535f5b5b95c8debde83199cba0112f5ea25b37ce4d9ff5a669e,857,0.0011668611435239206,0,0,0,0.8286544046466602,0.1713455953533398
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1486:2,1486,B0049DY2IU,browsing,browsing,3,early,False,0.3333333333333333,medium,289,>200,2bbcf87f7ceb5361f2d8a4740feb5d1e3f70a7982317d6a4733fee706844ac01,3564098f9b246406d25e26ac8defedb55e25df4a38872f42f410cc78ef0ea562,b6059ac7e9a18afc24d75aef7b5324e0d79b56879f23e3ebad79a0b800ed379f,129,0.007751937984496124,0,0,0,0.4444444444444444,0.5555555555555556
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1486:3,1486,B0049DY2IU,browsing,browsing,4,middle,False,0.6666666666666666,medium,1,<=10,fed28933a8fd2c0c5811b55a8ab7bb4896acd027c4275c7c167f9b5122bec466,55d57a02a8558a37334e5e79fe21bc48fddce821548d34c4061cf6afaaf7ad60,4f8320dcc614d24032ec044a528d3d0f01a5d547786e19c1ab2d4528728e8f44,1,1.0,1,1,1,0.0,
1,exact_full_survivor_ranker_only_v1,candidate,fm,2027,train_only,2026,validation,1498:0,1498,B01F9OZZME,browsing,exploring_unknown,1,early,False,0.05,low,349,>200,e06b2c471b3bc240050c66a3dd87e8634fd3b4653faa5992ebd19dd18752526e,36f39a0667793eebdd020f151ae683bfd034ef5caae2f7b5abcff6e9bd66f3d4,506b5b1347d15b5d03bb45cab0f20debf5c466c69099b4a4aab1a1e7cc0bd267,339,0.0029498525073746312,0,0,0,0.9712643678160919,0.028735632183908046
